edge_idx,causal_score
1248,0.56729853
1249,0.6957627
1250,0.36396283
1251,0.77966684
1252,0.72245634
1253,0.816837
1254,0.7790888
1255,0.5493276
1256,0.4192974
1257,0.43422806
1258,0.58938295
1259,0.4605165
1260,0.19267498
1261,0.19712016
1262,0.07461883
1263,0.15032433
1264,0.6093856
1265,0.080763556
1266,0.3602368
1267,0.26698616
1268,0.1594957
1269,0.26109383
1270,0.27546784
1271,0.18553214
1272,0.3581654
1273,0.28727785
1274,0.25830457
1275,0.16388157
1276,0.16363633
1277,0.22419235
1278,0.065317154
1279,0.12099553
1280,0.04963485
1281,0.09467027
1282,0.2395225
1283,0.09185207
1284,0.23454557
1285,0.20320229
1286,0.046834257
1287,0.12606838
1288,0.16962714
1289,0.08736787
1290,0.065748796
1291,0.4355373
1292,0.62812406
1293,0.5275463
1294,0.4177889
1295,0.2557355
1296,0.4390639
1297,0.355444
1298,0.40674046
1299,0.5027367
1300,0.24815886
1301,0.36408004
1302,0.65276635
1303,0.40944993
1304,0.47846654
1305,0.43725505
1306,0.6151134
1307,0.3634707
1308,0.39167878
1309,0.36917254
1310,0.19732454
1311,0.38564178
1312,0.4283115
1313,0.2846752
1314,0.29645497
1315,0.36859864
1316,0.46772945
1317,0.3605371
1318,0.44854516
1319,0.47286522
1320,0.28165728
1321,0.13633096
1322,0.41445258
1323,0.25745824
1324,0.32593957
1325,0.3534821
1326,0.19144644
1327,0.22962558
1328,0.27665448
1329,0.19085464
1330,0.18380596
1331,0.144952
1332,0.16687573
1333,0.3081327
1334,0.06265194
1335,0.18110758
1336,0.20525396
1337,0.33792558
1338,0.48197192
1339,0.36524892
1340,0.25429204
1341,0.30081722
1342,0.26859382
1343,0.28671893
1344,0.18274577
1345,0.30561814
1346,0.1279484
1347,0.22516823
1348,0.26365975
1349,0.18930338
1350,0.29421183
1351,0.5032837
1352,0.88811445
1353,0.42824158
1354,0.6607807
1355,0.31891114
1356,0.6303651
1357,0.43355495
1358,0.43490204
1359,0.628147
1360,0.60290164
1361,0.5077969
1362,1.0
1363,0.4972657
1364,0.66685325
1365,0.7036844
1366,0.35737503
1367,0.04584006
1368,0.06030938
1369,0.19192323
1370,0.043670204
1371,0.050488774
1372,0.16072969
1373,0.12404809
1374,0.21862185
1375,0.19195256
1376,0.13701227
1377,0.10766646
1378,0.13992113
1379,0.06063215
1380,0.16696271
1381,0.23871975
1382,0.16202605
1383,0.11419076
1384,0.08820602
1385,0.33327162
1386,0.2488743
1387,0.12592351
1388,0.27913728
1389,0.055268146
1390,0.08482319
1391,0.18681718
1392,0.057130724
1393,0.08922989
1394,0.09728592
1395,0.09510843
1396,0.25038308
1397,0.07284061
1398,0.33814186
1399,1.0
1400,0.48791403
1401,0.3984698
1402,0.77156824
1403,0.57096815
1404,0.6597573
1405,0.76757324
1406,1.0
1407,0.8209702
1408,0.27734047
1409,0.61163515
1410,0.79441375
1411,0.52408814
